comuna_residencia,region_residencia,semana,Entero,Porc_label
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,4,4000,0.4
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,12,7999,0.8
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,14,19998,2.0
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,15,23998,2.4
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,16,31997,3.2
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,17,39997,4.0
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,18,55996,5.6
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,19,71994,7.2
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,20,111991,11.2
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,21,147988,14.8
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,22,171986,17.2
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,23,187985,18.8
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,24,259979,26.0
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,25,271978,27.2
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,26,283977,28.4
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,28,291977,29.2
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,29,299976,30.0
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,30,311975,31.2
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,31,347972,34.8
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,32,379970,38.0
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,33,387969,38.8
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,34,407967,40.8
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,35,431965,43.2
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,36,463963,46.4
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,37,475962,47.6
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,38,527958,52.8
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,39,575954,57.6
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,40,611951,61.2
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,41,627950,62.8
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,42,643948,64.4
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,43,675946,67.6
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,44,703944,70.4
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,45,751940,75.2
Algarrobo,Región de Valparaíso,4,6590,0.7
Algarrobo,Región de Valparaíso,5,59312,5.9
Algarrobo,Región de Valparaíso,7,65902,6.6
Algarrobo,Región de Valparaíso,9,72492,7.2
Algarrobo,Región de Valparaíso,10,85673,8.6
Algarrobo,Región de Valparaíso,11,131804,13.2
Algarrobo,Región de Valparaíso,12,217477,21.7
Algarrobo,Región de Valparaíso,13,283379,28.3
Algarrobo,Región de Valparaíso,14,309740,31.0
Algarrobo,Región de Valparaíso,15,434955,43.5
Algarrobo,Región de Valparaíso,16,527218,52.7
Algarrobo,Región de Valparaíso,17,566759,56.7
Algarrobo,Región de Valparaíso,18,619481,61.9
Algarrobo,Región de Valparaíso,19,626071,62.6
Algarrobo,Región de Valparaíso,20,652432,65.2
Algarrobo,Región de Valparaíso,21,678793,67.9
Algarrobo,Región de Valparaíso,24,685383,68.5
Algarrobo,Región de Valparaíso,25,698563,69.9
Algarrobo,Región de Valparaíso,26,744695,74.5
Algarrobo,Región de Valparaíso,27,830368,83.0
Algarrobo,Región de Valparaíso,28,876499,87.6
Algarrobo,Región de Valparaíso,29,902860,90.3
Algarrobo,Región de Valparaíso,30,948992,94.9
Algarrobo,Región de Valparaíso,31,962172,96.2
Algarrobo,Región de Valparaíso,32,1041255,104.1
Algarrobo,Región de Valparaíso,33,1067616,106.8
Algarrobo,Región de Valparaíso,34,1074206,107.4
Algarrobo,Región de Valparaíso,35,1166469,116.6
Algarrobo,Región de Valparaíso,36,1238961,123.9
Algarrobo,Región de Valparaíso,37,1258732,125.9
Algarrobo,Región de Valparaíso,38,1271912,127.2
Algarrobo,Región de Valparaíso,39,1298273,129.8
Algarrobo,Región de Valparaíso,40,1403717,140.4
Algarrobo,Región de Valparaíso,41,1449848,145.0
Algarrobo,Región de Valparaíso,42,1482800,148.3
Algarrobo,Región de Valparaíso,43,1509160,150.9
Algarrobo,Región de Valparaíso,44,1528931,152.9
Algarrobo,Región de Valparaíso,45,1548702,154.9
Alhué,Región Metropolitana de Santiago,7,13504,1.4
Alhué,Región Metropolitana de Santiago,10,27009,2.7
Alhué,Región Metropolitana de Santiago,11,67522,6.8
Alhué,Región Metropolitana de Santiago,12,81026,8.1
Alhué,Región Metropolitana de Santiago,13,148548,14.9
Alhué,Región Metropolitana de Santiago,14,216070,21.6
Alhué,Región Metropolitana de Santiago,15,337610,33.8
Alhué,Región Metropolitana de Santiago,16,526671,52.7
Alhué,Región Metropolitana de Santiago,17,769750,77.0
Alhué,Región Metropolitana de Santiago,18,904794,90.5
Alhué,Región Metropolitana de Santiago,19,1201891,120.2
Alhué,Región Metropolitana de Santiago,20,1674544,167.5
Alhué,Región Metropolitana de Santiago,21,1931128,193.1
Alhué,Región Metropolitana de Santiago,22,2295746,229.6
Alhué,Región Metropolitana de Santiago,23,2565834,256.6
Alhué,Región Metropolitana de Santiago,24,2903444,290.3
Alhué,Región Metropolitana de Santiago,25,3187036,318.7
Alhué,Región Metropolitana de Santiago,26,3524646,352.5
Alhué,Región Metropolitana de Santiago,27,3740716,374.1
Alhué,Región Metropolitana de Santiago,28,4037812,403.8
Alhué,Región Metropolitana de Santiago,29,4240378,424.0
Alhué,Región Metropolitana de Santiago,30,4280891,428.1
Alhué,Región Metropolitana de Santiago,31,4402431,440.2
Alhué,Región Metropolitana de Santiago,32,4469953,447.0
Alhué,Región Metropolitana de Santiago,33,4510466,451.0
Alhué,Región Metropolitana de Santiago,34,4523970,452.4
Alhué,Región Metropolitana de Santiago,35,4659014,465.9
Alhué,Región Metropolitana de Santiago,36,4767049,476.7
Alhué,Región Metropolitana de Santiago,37,4794058,479.4
Alhué,Región Metropolitana de Santiago,39,4807562,480.8
Alhué,Región Metropolitana de Santiago,40,4861580,486.2
Alhué,Región Metropolitana de Santiago,41,4902093,490.2
Alhué,Región Metropolitana de Santiago,45,4929102,492.9
Alto Biobío,Región del Biobío,13,250923,25.1
Alto Biobío,Región del Biobío,14,1313653,131.4
Alto Biobío,Región del Biobío,15,1815498,181.5
Alto Biobío,Región del Biobío,16,1977860,197.8
Alto Biobío,Región del Biobío,17,2199262,219.9
Alto Biobío,Región del Biobío,18,2258303,225.8
Alto Biobío,Región del Biobío,19,2361624,236.2
Alto Biobío,Región del Biobío,20,2479705,248.0
Alto Biobío,Región del Biobío,21,2523985,252.4
Alto Biobío,Región del Biobío,22,2568266,256.8
Alto Biobío,Región del Biobío,23,2583026,258.3
Alto Biobío,Región del Biobío,24,2627306,262.7
Alto Biobío,Región del Biobío,26,2642066,264.2
Alto Biobío,Región del Biobío,27,2656827,265.7
Alto Biobío,Región del Biobío,28,2671587,267.2
Alto Biobío,Región del Biobío,29,2701107,270.1
Alto Biobío,Región del Biobío,30,2730627,273.1
Alto Biobío,Región del Biobío,32,2760148,276.0
Alto Biobío,Región del Biobío,35,2774908,277.5
Alto Biobío,Región del Biobío,36,2789668,279.0
Alto Biobío,Región del Biobío,37,2804428,280.4
Alto Biobío,Región del Biobío,41,2863469,286.3
Alto Biobío,Región del Biobío,42,3291513,329.2
Alto Biobío,Región del Biobío,43,3778598,377.9
Alto Biobío,Región del Biobío,44,3837638,383.8
Alto Biobío,Región del Biobío,45,3911439,391.1
Alto del Carmen,Región de Atacama,15,69820,7.0
Alto del Carmen,Región de Atacama,16,104730,10.5
Alto del Carmen,Región de Atacama,17,122185,12.2
Alto del Carmen,Región de Atacama,19,139640,14.0
Alto del Carmen,Región de Atacama,20,192006,19.2
Alto del Carmen,Región de Atacama,21,209461,20.9
Alto del Carmen,Región de Atacama,24,296736,29.7
Alto del Carmen,Región de Atacama,25,558562,55.9
Alto del Carmen,Región de Atacama,26,628382,62.8
Alto del Carmen,Región de Atacama,27,645837,64.6
Alto del Carmen,Región de Atacama,29,680747,68.1
Alto del Carmen,Región de Atacama,30,698202,69.8
Alto del Carmen,Región de Atacama,31,750567,75.1
Alto del Carmen,Región de Atacama,32,768022,76.8
Alto del Carmen,Región de Atacama,40,802932,80.3
Alto del Carmen,Región de Atacama,41,837843,83.8
Alto Hospicio,Región de Tarapacá,5,3077,0.3
Alto Hospicio,Región de Tarapacá,6,8462,0.8
Alto Hospicio,Región de Tarapacá,7,13846,1.4
Alto Hospicio,Región de Tarapacá,8,27693,2.8
Alto Hospicio,Región de Tarapacá,9,47693,4.8
Alto Hospicio,Región de Tarapacá,10,113847,11.4
Alto Hospicio,Región de Tarapacá,11,199232,19.9
Alto Hospicio,Región de Tarapacá,12,368464,36.8
Alto Hospicio,Región de Tarapacá,13,594620,59.5
Alto Hospicio,Región de Tarapacá,14,864622,86.5
Alto Hospicio,Región de Tarapacá,15,1099239,109.9
Alto Hospicio,Región de Tarapacá,16,1272317,127.2
Alto Hospicio,Región de Tarapacá,17,1413088,141.3
Alto Hospicio,Región de Tarapacá,18,1550781,155.1
Alto Hospicio,Región de Tarapacá,19,1643859,164.4
Alto Hospicio,Región de Tarapacá,20,1731552,173.2
Alto Hospicio,Región de Tarapacá,21,1820014,182.0
Alto Hospicio,Región de Tarapacá,22,1923092,192.3
Alto Hospicio,Región de Tarapacá,23,2036939,203.7
Alto Hospicio,Región de Tarapacá,24,2153863,215.4
Alto Hospicio,Región de Tarapacá,25,2288479,228.8
Alto Hospicio,Región de Tarapacá,26,2384634,238.5
Alto Hospicio,Región de Tarapacá,27,2468481,246.8
Alto Hospicio,Región de Tarapacá,28,2538481,253.8
Alto Hospicio,Región de Tarapacá,29,2603866,260.4
Alto Hospicio,Región de Tarapacá,30,2647713,264.8
Alto Hospicio,Región de Tarapacá,31,2699252,269.9
Alto Hospicio,Región de Tarapacá,32,2751560,275.2
Alto Hospicio,Región de Tarapacá,33,2795406,279.5
Alto Hospicio,Región de Tarapacá,34,2844637,284.5
Alto Hospicio,Región de Tarapacá,35,2904638,290.5
Alto Hospicio,Región de Tarapacá,36,2950023,295.0
Alto Hospicio,Región de Tarapacá,37,3008485,300.8
Alto Hospicio,Región de Tarapacá,38,3061562,306.2
Alto Hospicio,Región de Tarapacá,39,3095408,309.5
Alto Hospicio,Región de Tarapacá,40,3144640,314.5
Alto Hospicio,Región de Tarapacá,41,3208486,320.8
Alto Hospicio,Región de Tarapacá,42,3293871,329.4
Alto Hospicio,Región de Tarapacá,43,3426949,342.7
Alto Hospicio,Región de Tarapacá,44,3581566,358.2
Alto Hospicio,Región de Tarapacá,45,3766952,376.7
Ancud,Región de Los Lagos,5,4711,0.5
Ancud,Región de Los Lagos,7,11776,1.2
Ancud,Región de Los Lagos,8,23553,2.4
Ancud,Región de Los Lagos,9,25908,2.6
Ancud,Región de Los Lagos,10,37684,3.8
Ancud,Región de Los Lagos,11,122474,12.2
Ancud,Región de Los Lagos,12,171935,17.2
Ancud,Región de Los Lagos,13,204908,20.5
Ancud,Región de Los Lagos,14,207264,20.7
Ancud,Región de Los Lagos,15,214329,21.4
Ancud,Región de Los Lagos,16,228461,22.8
Ancud,Región de Los Lagos,17,230816,23.1
Ancud,Región de Los Lagos,18,240237,24.0
Ancud,Región de Los Lagos,19,242593,24.3
Ancud,Región de Los Lagos,20,244948,24.5
Ancud,Región de Los Lagos,21,256724,25.7
Ancud,Región de Los Lagos,22,266145,26.6
Ancud,Región de Los Lagos,23,268501,26.9
Ancud,Región de Los Lagos,24,270856,27.1
Ancud,Región de Los Lagos,27,273211,27.3
Ancud,Región de Los Lagos,28,275566,27.6
Ancud,Región de Los Lagos,29,277922,27.8
Ancud,Región de Los Lagos,30,284988,28.5
Ancud,Región de Los Lagos,31,296764,29.7
Ancud,Región de Los Lagos,32,343869,34.4
Ancud,Región de Los Lagos,33,381554,38.2
Ancud,Región de Los Lagos,34,407461,40.7
Ancud,Región de Los Lagos,35,454567,45.5
Ancud,Región de Los Lagos,36,605304,60.5
Ancud,Región de Los Lagos,37,807857,80.8
Ancud,Región de Los Lagos,38,1099910,110.0
Ancud,Región de Los Lagos,39,1271845,127.2
Ancud,Región de Los Lagos,40,1399030,139.9
Ancud,Región de Los Lagos,41,1512083,151.2
Ancud,Región de Los Lagos,42,1620425,162.0
Ancud,Región de Los Lagos,43,1731123,173.1
Ancud,Región de Los Lagos,44,1881860,188.2
Ancud,Región de Los Lagos,45,2051439,205.1
Andacollo,Región de Coquimbo,10,16962,1.7
Andacollo,Región de Coquimbo,11,50886,5.1
Andacollo,Región de Coquimbo,12,110254,11.0
Andacollo,Región de Coquimbo,13,118735,11.9
Andacollo,Región de Coquimbo,14,169621,17.0
Andacollo,Región de Coquimbo,15,220507,22.1
Andacollo,Región de Coquimbo,16,228988,22.9
Andacollo,Región de Coquimbo,17,254431,25.4
Andacollo,Región de Coquimbo,18,330761,33.1
Andacollo,Región de Coquimbo,19,347723,34.8
Andacollo,Región de Coquimbo,20,373166,37.3
Andacollo,Región de Coquimbo,21,415571,41.6
Andacollo,Región de Coquimbo,22,432533,43.3
Andacollo,Región de Coquimbo,23,466457,46.6
Andacollo,Región de Coquimbo,24,500382,50.0
Andacollo,Región de Coquimbo,25,593673,59.4
Andacollo,Región de Coquimbo,26,703927,70.4
Andacollo,Región de Coquimbo,27,831142,83.1
Andacollo,Región de Coquimbo,28,1026206,102.6
Andacollo,Región de Coquimbo,29,1195827,119.6
Andacollo,Región de Coquimbo,30,1323043,132.3
Andacollo,Región de Coquimbo,31,1433297,143.3
Andacollo,Región de Coquimbo,32,1543550,154.4
Andacollo,Región de Coquimbo,33,1602917,160.3
Andacollo,Región de Coquimbo,34,1619880,162.0
Andacollo,Región de Coquimbo,35,1628361,162.8
Andacollo,Región de Coquimbo,36,1636842,163.7
Andacollo,Región de Coquimbo,38,1645323,164.5
Andacollo,Región de Coquimbo,40,1653804,165.4
Andacollo,Región de Coquimbo,43,1662285,166.2
Andacollo,Región de Coquimbo,44,1670766,167.1
Angol,Región de la Araucanía,5,19623,2.0
Angol,Región de la Araucanía,6,35677,3.6
Angol,Región de la Araucanía,7,55300,5.5
Angol,Región de la Araucanía,8,107032,10.7
Angol,Región de la Araucanía,9,160548,16.1
Angol,Región de la Araucanía,10,190874,19.1
Angol,Región de la Araucanía,11,212280,21.2
Angol,Región de la Araucanía,12,226551,22.7
Angol,Región de la Araucanía,13,253309,25.3
Angol,Región de la Araucanía,14,290770,29.1
Angol,Región de la Araucanía,15,371044,37.1
Angol,Región de la Araucanía,16,478076,47.8
Angol,Región de la Araucanía,17,565486,56.5
Angol,Región de la Araucanía,18,631489,63.1
Angol,Región de la Araucanía,19,702843,70.3
Angol,Región de la Araucanía,20,751008,75.1
Angol,Región de la Araucanía,21,774198,77.4
Angol,Región de la Araucanía,22,841985,84.2
Angol,Región de la Araucanía,23,886582,88.7
Angol,Región de la Araucanía,24,940098,94.0
Angol,Región de la Araucanía,25,970423,97.0
Angol,Región de la Araucanía,26,1002533,100.3
Angol,Región de la Araucanía,27,1054265,105.4
Angol,Región de la Araucanía,28,1113133,111.3
Angol,Región de la Araucanía,29,1196975,119.7
Angol,Región de la Araucanía,30,1239787,124.0
Angol,Región de la Araucanía,31,1330765,133.1
Angol,Región de la Araucanía,32,1396768,139.7
Angol,Región de la Araucanía,33,1502016,150.2
Angol,Región de la Araucanía,34,1591209,159.1
Angol,Región de la Araucanía,35,1630454,163.0
Angol,Región de la Araucanía,36,1680402,168.0
Angol,Región de la Araucanía,37,1844518,184.5
Angol,Región de la Araucanía,38,1981876,198.2
Angol,Región de la Araucanía,39,2042527,204.3
Angol,Región de la Araucanía,40,2233401,223.3
Angol,Región de la Araucanía,41,2431410,243.1
Angol,Región de la Araucanía,42,2732884,273.3
Angol,Región de la Araucanía,43,2977274,297.7
Angol,Región de la Araucanía,44,3134254,313.4
Angol,Región de la Araucanía,45,3298370,329.8
Antofagasta,Región de Antofagasta,4,4228,0.4
Antofagasta,Región de Antofagasta,5,10335,1.0
Antofagasta,Región de Antofagasta,6,16208,1.6
Antofagasta,Región de Antofagasta,7,27483,2.7
Antofagasta,Región de Antofagasta,8,47214,4.7
Antofagasta,Región de Antofagasta,9,77985,7.8
Antofagasta,Región de Antofagasta,10,124024,12.4
Antofagasta,Región de Antofagasta,11,188619,18.9
Antofagasta,Región de Antofagasta,12,264960,26.5
Antofagasta,Región de Antofagasta,13,335428,33.5
Antofagasta,Región de Antofagasta,14,411533,41.2
Antofagasta,Región de Antofagasta,15,516531,51.7
Antofagasta,Región de Antofagasta,16,640554,64.1
Antofagasta,Región de Antofagasta,17,801691,80.2
Antofagasta,Región de Antofagasta,18,989841,99.0
Antofagasta,Región de Antofagasta,19,1205708,120.6
Antofagasta,Región de Antofagasta,20,1423924,142.4
Antofagasta,Región de Antofagasta,21,1586000,158.6
Antofagasta,Región de Antofagasta,22,1748312,174.8
Antofagasta,Región de Antofagasta,23,1905221,190.5
Antofagasta,Región de Antofagasta,24,2071290,207.1
Antofagasta,Región de Antofagasta,25,2198367,219.8
Antofagasta,Región de Antofagasta,26,2310177,231.0
Antofagasta,Región de Antofagasta,27,2414469,241.4
Antofagasta,Región de Antofagasta,28,2497622,249.8
Antofagasta,Región de Antofagasta,29,2573492,257.3
Antofagasta,Región de Antofagasta,30,2631041,263.1
Antofagasta,Región de Antofagasta,31,2693758,269.4
Antofagasta,Región de Antofagasta,32,2758353,275.8
Antofagasta,Región de Antofagasta,33,2832815,283.3
Antofagasta,Región de Antofagasta,34,2892008,289.2
Antofagasta,Región de Antofagasta,35,2943919,294.4
Antofagasta,Región de Antofagasta,36,2997005,299.7
Antofagasta,Región de Antofagasta,37,3039286,303.9
Antofagasta,Región de Antofagasta,38,3075694,307.6
Antofagasta,Región de Antofagasta,39,3102942,310.3
Antofagasta,Región de Antofagasta,40,3132774,313.3
Antofagasta,Región de Antofagasta,41,3162605,316.3
Antofagasta,Región de Antofagasta,42,3218040,321.8
Antofagasta,Región de Antofagasta,43,3288038,328.8
Antofagasta,Región de Antofagasta,44,3372600,337.3
Antofagasta,Región de Antofagasta,45,3527394,352.7
Antuco,Región del Biobío,11,46447,4.6
Antuco,Región del Biobío,12,92894,9.3
Antuco,Región del Biobío,14,394798,39.5
Antuco,Región del Biobío,15,464468,46.4
Antuco,Región del Biobío,16,557362,55.7
Antuco,Región del Biobío,17,743149,74.3
Antuco,Región del Biobío,18,905713,90.6
Antuco,Región del Biobío,19,1021830,102.2
Antuco,Región del Biobío,20,1161170,116.1
Antuco,Región del Biobío,21,1184394,118.4
Antuco,Región del Biobío,22,1393405,139.3
Antuco,Región del Biobío,24,1416628,141.7
Antuco,Región del Biobío,25,1439851,144.0
Antuco,Región del Biobío,27,1509522,151.0
Antuco,Región del Biobío,28,1672085,167.2
Antuco,Región del Biobío,29,1741756,174.2
Antuco,Región del Biobío,31,1764979,176.5
Antuco,Región del Biobío,32,1904320,190.4
Antuco,Región del Biobío,34,1950766,195.1
Antuco,Región del Biobío,37,2020437,202.0
Antuco,Región del Biobío,38,2043660,204.4
Antuco,Región del Biobío,41,2136554,213.7
Antuco,Región del Biobío,42,2159777,216.0
Antuco,Región del Biobío,43,2554575,255.5
Antuco,Región del Biobío,44,2601022,260.1
Antuco,Región del Biobío,45,2647469,264.7
Arauco,Región del Biobío,4,7756,0.8
Arauco,Región del Biobío,5,18098,1.8
Arauco,Región del Biobío,6,20683,2.1
Arauco,Región del Biobío,11,46537,4.7
Arauco,Región del Biobío,12,59464,5.9
Arauco,Región del Biobío,13,98245,9.8
Arauco,Región del Biobío,14,170635,17.1
Arauco,Región del Biobío,15,206831,20.7
Arauco,Región del Biobío,16,253367,25.3
Arauco,Región del Biobío,17,364539,36.5
Arauco,Región del Biobío,18,498979,49.9
Arauco,Región del Biobío,19,581711,58.2
Arauco,Región del Biobío,20,623077,62.3
Arauco,Región del Biobío,21,679956,68.0
Arauco,Región del Biobío,22,816981,81.7
Arauco,Región del Biobío,23,938494,93.8
Arauco,Región del Biobío,24,1036738,103.7
Arauco,Región del Biobío,25,1137568,113.8
Arauco,Región del Biobío,26,1290106,129.0
Arauco,Región del Biobío,27,1378009,137.8
Arauco,Región del Biobío,28,1421960,142.2
Arauco,Región del Biobío,29,1520205,152.0
Arauco,Región del Biobío,30,1592595,159.3
Arauco,Región del Biobío,31,1675328,167.5
Arauco,Región del Biobío,32,1768401,176.8
Arauco,Región del Biobío,33,1879573,188.0
Arauco,Región del Biobío,34,2130355,213.0
Arauco,Región del Biobío,35,2298405,229.8
Arauco,Región del Biobío,36,2412162,241.2
Arauco,Región del Biobío,37,2587968,258.8
Arauco,Región del Biobío,38,2717237,271.7
Arauco,Región del Biobío,39,2810311,281.0
Arauco,Región del Biobío,40,2980946,298.1
Arauco,Región del Biobío,41,3226557,322.7
Arauco,Región del Biobío,42,3469583,347.0
Arauco,Región del Biobío,43,3660901,366.1
Arauco,Región del Biobío,44,3816024,381.6
Arauco,Región del Biobío,45,4004757,400.5
Arica,Región de Arica y Parinacota,4,3232,0.3
Arica,Región de Arica y Parinacota,5,7675,0.8
Arica,Región de Arica y Parinacota,6,25045,2.5
Arica,Región de Arica y Parinacota,7,58574,5.9
Arica,Región de Arica y Parinacota,8,75136,7.5
Arica,Región de Arica y Parinacota,9,115531,11.6
Arica,Región de Arica y Parinacota,10,133709,13.4
Arica,Región de Arica y Parinacota,11,151887,15.2
Arica,Región de Arica y Parinacota,12,180164,18.0
Arica,Región de Arica y Parinacota,13,228639,22.9
Arica,Región de Arica y Parinacota,14,299331,29.9
Arica,Región de Arica y Parinacota,15,401128,40.1
Arica,Región de Arica y Parinacota,16,501309,50.1
Arica,Región de Arica y Parinacota,17,618456,61.8
Arica,Región de Arica y Parinacota,18,738027,73.8
Arica,Región de Arica y Parinacota,19,903649,90.4
Arica,Región de Arica y Parinacota,20,1125016,112.5
Arica,Región de Arica y Parinacota,21,1402130,140.2
Arica,Región de Arica y Parinacota,22,1690958,169.1
Arica,Región de Arica y Parinacota,23,1999176,199.9
Arica,Región de Arica y Parinacota,24,2254476,225.4
Arica,Región de Arica y Parinacota,25,2468976,246.9
Arica,Región de Arica y Parinacota,26,2654796,265.5
Arica,Región de Arica y Parinacota,27,2825669,282.6
Arica,Región de Arica y Parinacota,28,2973517,297.4
Arica,Región de Arica y Parinacota,29,3104398,310.4
Arica,Región de Arica y Parinacota,30,3226393,322.6
Arica,Región de Arica y Parinacota,31,3416656,341.7
Arica,Región de Arica y Parinacota,32,3598436,359.8
Arica,Región de Arica y Parinacota,33,3735781,373.6
Arica,Región de Arica y Parinacota,34,3864239,386.4
Arica,Región de Arica y Parinacota,35,3985829,398.6
Arica,Región de Arica y Parinacota,36,4069448,406.9
Arica,Región de Arica y Parinacota,37,4162358,416.2
Arica,Región de Arica y Parinacota,38,4226183,422.6
Arica,Región de Arica y Parinacota,39,4275061,427.5
Arica,Región de Arica y Parinacota,40,4315861,431.6
Arica,Región de Arica y Parinacota,41,4355045,435.5
Arica,Región de Arica y Parinacota,42,4413214,441.3
Arica,Región de Arica y Parinacota,43,4470980,447.1
Arica,Región de Arica y Parinacota,44,4533189,453.3
Arica,Región de Arica y Parinacota,45,4617616,461.8
Buin,Región Metropolitana de Santiago,4,2736,0.3
Buin,Región Metropolitana de Santiago,5,9121,0.9
Buin,Región Metropolitana de Santiago,6,17329,1.7
Buin,Región Metropolitana de Santiago,7,31010,3.1
Buin,Región Metropolitana de Santiago,8,47428,4.7
Buin,Región Metropolitana de Santiago,9,60196,6.0
Buin,Región Metropolitana de Santiago,10,94855,9.5
Buin,Región Metropolitana de Santiago,11,181501,18.2
Buin,Región Metropolitana de Santiago,12,326520,32.7
Buin,Región Metropolitana de Santiago,13,483396,48.3
Buin,Región Metropolitana de Santiago,14,674018,67.4
Buin,Región Metropolitana de Santiago,15,990505,99.1
Buin,Región Metropolitana de Santiago,16,1193896,119.4
Buin,Región Metropolitana de Santiago,17,1410056,141.0
Buin,Región Metropolitana de Santiago,18,1582437,158.2
Buin,Región Metropolitana de Santiago,19,1707390,170.7
Buin,Región Metropolitana de Santiago,20,1815927,181.6
Buin,Región Metropolitana de Santiago,21,1916254,191.6
Buin,Región Metropolitana de Santiago,22,1991043,199.1
Buin,Región Metropolitana de Santiago,23,2053976,205.4
Buin,Región Metropolitana de Santiago,24,2138798,213.9
Buin,Región Metropolitana de Santiago,25,2179841,218.0
Buin,Región Metropolitana de Santiago,26,2228181,222.8
Buin,Región Metropolitana de Santiago,27,2275609,227.6
Buin,Región Metropolitana de Santiago,28,2342190,234.2
Buin,Región Metropolitana de Santiago,29,2377760,237.8
Buin,Región Metropolitana de Santiago,30,2421539,242.2
Buin,Región Metropolitana de Santiago,31,2485384,248.5
Buin,Región Metropolitana de Santiago,32,2538284,253.8
Buin,Región Metropolitana de Santiago,33,2572031,257.2
Buin,Región Metropolitana de Santiago,34,2603041,260.3
Buin,Región Metropolitana de Santiago,35,2638611,263.9
Buin,Región Metropolitana de Santiago,36,2668710,266.9
Buin,Región Metropolitana de Santiago,37,2699720,270.0
Buin,Región Metropolitana de Santiago,38,2721610,272.2
Buin,Región Metropolitana de Santiago,39,2753532,275.4
Buin,Región Metropolitana de Santiago,40,2773597,277.4
Buin,Región Metropolitana de Santiago,41,2813728,281.4
Buin,Región Metropolitana de Santiago,42,2857508,285.8
Buin,Región Metropolitana de Santiago,43,2913144,291.3
Buin,Región Metropolitana de Santiago,44,2952363,295.2
Buin,Región Metropolitana de Santiago,45,3006175,300.6
Bulnes,Región del Ñuble,4,22117,2.2
Bulnes,Región del Ñuble,5,92892,9.3
Bulnes,Región del Ñuble,6,181360,18.1
Bulnes,Región del Ñuble,7,225594,22.6
Bulnes,Región del Ñuble,8,256558,25.7
Bulnes,Región del Ñuble,9,274251,27.4
Bulnes,Región del Ñuble,10,327332,32.7
Bulnes,Región del Ñuble,11,367143,36.7
Bulnes,Región del Ñuble,12,610430,61.0
Bulnes,Región del Ñuble,13,734286,73.4
Bulnes,Región del Ñuble,14,818331,81.8
Bulnes,Región del Ñuble,15,884682,88.5
Bulnes,Región del Ñuble,16,928916,92.9
Bulnes,Región del Ñuble,17,981997,98.2
Bulnes,Región del Ñuble,18,1012961,101.3
Bulnes,Región del Ñuble,19,1105852,110.6
Bulnes,Región del Ñuble,20,1194320,119.4
Bulnes,Región del Ñuble,21,1282789,128.3
Bulnes,Región del Ñuble,22,1380104,138.0
Bulnes,Región del Ñuble,23,1561463,156.1
Bulnes,Región del Ñuble,24,1787057,178.7
Bulnes,Región del Ñuble,25,1879949,188.0
Bulnes,Región del Ñuble,26,2030345,203.0
Bulnes,Región del Ñuble,27,2180740,218.1
Bulnes,Región del Ñuble,28,2357677,235.8
Bulnes,Región del Ñuble,29,2463839,246.4
Bulnes,Región del Ñuble,30,2556730,255.7
Bulnes,Región del Ñuble,31,2636352,263.6
Bulnes,Región del Ñuble,32,2689432,268.9
Bulnes,Región del Ñuble,33,2777901,277.8
Bulnes,Región del Ñuble,34,2875216,287.5
Bulnes,Región del Ñuble,35,2972531,297.3
Bulnes,Región del Ñuble,36,3016765,301.7
Bulnes,Región del Ñuble,37,3047729,304.8
Bulnes,Región del Ñuble,38,3118503,311.9
Bulnes,Región del Ñuble,39,3122927,312.3
Bulnes,Región del Ñuble,40,3184854,318.5
Bulnes,Región del Ñuble,41,3233512,323.4
Bulnes,Región del Ñuble,42,3299863,330.0
